address,adm-fees,garage-places,price,rooms,square-foot,neighborhood,city,latitude,longitude
Rua Desembargador José Burnier ,392.0,2,450000.0,2,125, Castelo, Belo Horizonte ,-19.8905883,-43.9979285
Rua Califórnia ,1520.0,3,1490000.0,4,178, Sion, Belo Horizonte ,-19.9530435,-43.9341217
"Rua São Paulo, 2386 ",4800.0,4,5000000.0,4,334, Lourdes, Belo Horizonte ,-19.914782,-43.9388011
Rua Doutor Helvécio Arantes ,650.0,2,780000.0,2,170, Luxemburgo, Belo Horizonte ,-19.9496535,-43.9574198
Rua Antônio de Sá ,100.0,1,250000.0,2,70, Santa Mônica, Belo Horizonte ,-19.8255979,-43.97435
Rua Leopoldina ,731.0,1,1750.0,3,100, Santo Antônio, Belo Horizonte ,-19.9475349,-43.9422533
"Rua Herval, 150 ",1635.0,2,3000.0,4,150, Serra, Belo Horizonte ,-19.9392933,-43.9189106
Rua Iracy Manata ,600.0,2,450000.0,3,89, Buritis, Belo Horizonte ,-19.9671697,-43.9701124
Rua Turquesa ,600.0,4,560000.0,3,196, Prado, Belo Horizonte ,-19.9274805,-43.969993
"Rua Francisco Campos, 410 ",1.0,4,960000.0,3,180, Trevo, Belo Horizonte ,-19.8368713,-44.0105466
"Rua Antônio de Albuquerque, 357 ",,2,1600000.0,--,70, Savassi, Belo Horizonte ,-19.936584,-43.9421163
"Rua Oriente, 403 ",,2,1350000.0,4,192, Serra, Belo Horizonte ,-19.9441127,-43.9187317
Rua Tomé de Souza ,3400.0,4,3990000.0,4,480, Savassi, Belo Horizonte ,-19.9388244,-43.9274451
Rua Antônio de Albuquerque ,275.0,2,800000.0,2,52, Savassi, Belo Horizonte ,-19.936584,-43.9421163
Rua Doutor Sylvio Menicucci ,385.0,2,650000.0,2,128, Castelo, Belo Horizonte ,-19.8851177,-44.0059034
Rua Ester Augusta Ribeiro ,350.0,1,167000.0,2,48, Camargos, Belo Horizonte ,-19.9380101,-44.0167748
Rua Célio de Castro ,,3,998000.0,5,330, Floresta, Belo Horizonte ,-19.9123936,-43.9340522
Rua Tomaz Gonzaga ,2700.0,4,2499000.0,4,201, Lourdes, Belo Horizonte ,-19.9329322,-43.9411068
"Rua Aldebaram, 280 ",,5,2850000.0,4,538, Comiteco, Belo Horizonte ,-19.9564148,-43.9275517
Rua Castelo de Edimburgo ,750.0,4,850000.0,4,166, Castelo, Belo Horizonte ,-19.8783474,-44.000258
"Rua Rio de Janeiro, 1165 ",450.0,--,270000.0,2,65, Centro, Belo Horizonte ,-19.9150685,-43.9375314
Rua Cacuera ,,2,1100000.0,4,384, Jaraguá, Belo Horizonte ,-19.8580271,-43.9541817
Rua Córrego da Mata ,430.0,1,320000.0,2,55, Sagrada Família, Belo Horizonte ,-19.9109591,-43.9187938
Avenida Portugal ,1800.0,2,1290000.0,4,260, Jardim Atlântico, Belo Horizonte ,-19.8425871,-43.9698185
Avenida Artur Bernardes ,,1,620000.0,3,146, Vila Paris, Belo Horizonte ,-19.9545898,-43.9465102
Rua Abeilard Pereira ,,2,435000.0,2,15, Santa Amélia, Belo Horizonte ,-19.8445112,-43.9813741
Rua Passa Tempo ,1200.0,2,1100000.0,3,110, Carmo, Belo Horizonte ,-19.9458256,-43.9307955
"Rua Paulo Piedade Campos, 730 ",,1,450000.0,4,120, Estoril, Belo Horizonte ,-19.9616947,-43.9652056
"Rua José Carvalho Monteiro, 22 ",200.0,1,266900.0,2,58, Fernão Dias, Belo Horizonte ,-19.8691406,-43.9182656
Rua São Sebastião do Maranhão ,30.0,1,180000.0,2,54, Jardim Leblon, Belo Horizonte ,-19.8232454,-43.9891017
Rua Lírios,,4,330000.0,2,70,,Belo Horizonte,-19.9794184,-44.1714651
Rua José Hemetério Andrade ,1800.0,3,1250000.0,4,148, Buritis, Belo Horizonte ,-19.9786425,-43.9631117
Rua Ximbe ,,--,600000.0,--,1000, Braúnas, Belo Horizonte ,-19.8506097,-44.008796
"Rua Mondovi, 620 ",,10,1380000.0,5,550, Bandeirantes, Belo Horizonte ,-19.8542526,-43.9928844
Rua dos Inconfidentes ,1.0,2,1101764.0,3,82, Savassi, Belo Horizonte ,-19.937775,-43.9268338
Rua Monte Simplon ,750.0,2,535000.0,3,82, Nova Suíssa, Belo Horizonte ,-19.9295351,-43.9824004
"Rua Marquês de Paranaguá, 309 ",1250.0,4,1250000.0,4,170, Santo Antônio, Belo Horizonte ,-19.9393195,-43.9471327
Rua Rio de Janeiro ,1180.0,3,1440000.0,2,96, Lourdes, Belo Horizonte ,-19.9150685,-43.9375314
Rua Alvarenga Peixoto ,1324.0,2,1100000.0,3,102, Lourdes, Belo Horizonte ,-19.929576,-43.9494157
"Rua Custódio Carreira, 32 ",310.0,2,480000.0,3,96, Prado, Belo Horizonte ,-19.926971,-43.9715473
"Rua Marcos Diniz Siqueira, 48 ",400.0,2,800000.0,4,130, Santa Rosa, Belo Horizonte ,-19.8616398,-43.9452112
Rua Espírito Santo ,1800.0,3,2600000.0,4,325, Lourdes, Belo Horizonte ,-18.8647762,-41.1217768
Rua dos Aimorés ,,1,398000.0,--,82, Funcionários, Belo Horizonte ,-19.9245137,-43.9538877
Rua Flávio Marques Lisboa ,,3,2500000.0,3,176, Barreiro, Belo Horizonte ,-19.9763376,-44.0146811
Rua Luiz Cosme ,,6,1000000.0,4,300, Havaí, Belo Horizonte ,-19.9640512,-43.9717642
Rua Dona Cidinha Stussi ,,4,980000.0,4,360, Santa Amélia, Belo Horizonte ,-19.8408076,-43.9848631
"Rua São Paulo, 1031 ",320.0,--,210000.0,2,56, Centro, Belo Horizonte ,-19.914782,-43.9388011
Rua Antônio de Albuquerque ,,2,1600000.0,--,70, Savassi, Belo Horizonte ,-19.936584,-43.9421163
Rua Professora Bartira Mourão ,800.0,3,1450000.0,4,180, Buritis, Belo Horizonte ,-19.9691439,-43.9679544
Avenida Mem de Sá ,350.0,2,1500.0,3,105, Santa Efigênia, Belo Horizonte ,-19.9178011,-43.9108554
"Rua Constantino Siqueira dos Santos, 20 ",9850.0,2,985000.0,3,120, Castelo, Belo Horizonte ,-19.8816749,-43.9898512
Rua Itajubá ,330.0,2,500000.0,3,92, Sagrada Família, Belo Horizonte ,-19.9111658,-43.9295436
Rua Cachoeira de Minas ,336.0,1,276800.0,1,36, Gutierrez, Belo Horizonte ,-19.9465331,-43.9600379
"Rua Rio Verde, 532 ",1881.0,3,1685000.0,4,165, Carmo, Belo Horizonte ,-19.9469939,-43.9311283
Rua Alcântara ,720.0,3,730000.0,4,113, Nova Granada, Belo Horizonte ,-19.9374107,-43.9712444
"Rua Rio Casca, 266 ",440.0,1,349000.0,3,78, Carlos Prates, Belo Horizonte ,-19.91614,-43.9569683
Rua Rio Grande do Sul ,1650.0,2,890000.0,3,90, Santo Agostinho, Belo Horizonte ,-19.9227162,-43.946463
Rua Desembargador Penna ,,5,2990000.0,4,450, Belvedere, Belo Horizonte ,-19.9616905,-43.9394295
Rua Ulisses Marcondes Escobar ,550.0,2,495000.0,3,145, Buritis, Belo Horizonte ,-19.970196,-43.9695053
Rua Xapuri ,750.0,2,798000.0,3,132, Grajaú, Belo Horizonte ,-19.9437549,-43.9704569
Rua dos Guajajaras ,580.0,1,450000.0,2,75, Centro, Belo Horizonte ,-19.9261909,-43.93638
Rua Cônsul Walter ,360.0,2,350000.0,2,50, Buritis, Belo Horizonte ,-19.9745736,-43.9696865
"Rua Conde de Linhares, 112 ",,4,14000.0,4,620, Cidade Jardim, Belo Horizonte ,-19.9429539,-43.9497666
"Rua Engenheiro Zoroastro Torres, 384 ",960.0,1,420000.0,3,95, Santo Antônio, Belo Horizonte ,-19.9501613,-43.9450108
Rua Wilson Modesto Ribeiro ,420.0,1,265000.0,2,60, Ipiranga, Belo Horizonte ,-19.8777404,-43.9306121
Rua do Uruguai ,400.0,2,580000.0,4,140, Sion, Belo Horizonte ,-19.9528849,-43.9312084
"Rua Rodrigo Otávio Coutinho, 0 ",2250.0,4,2280000.0,4,183, Belvedere, Belo Horizonte ,-19.9767965,-43.9422612
"Rua José Hemetério Andrade, 0 ",830.0,3,1080000.0,4,148, Buritis, Belo Horizonte ,-19.9786425,-43.9631117
"Rua José Oscar Barreira, 261 ",,4,1000000.0,4,129, Itapoã, Belo Horizonte ,-19.8384733,-43.9556921
Rua Deputado Álvaro Sales ,654.0,2,780000.0,4,145, Santo Antônio, Belo Horizonte ,-19.9490145,-43.9462098
"Rua Sílvio Menicucci, 55 ",390.0,2,320000.0,3,65, Buritis, Belo Horizonte ,-19.97946,-43.978228
Rua Doutor Sette Câmara ,530.0,2,595000.0,2,75, Luxemburgo, Belo Horizonte ,-19.943202,-43.9554971
"Rua Engenheiro Alberto Pontes, 489 ",1250.0,3,1600000.0,4,141, Buritis, Belo Horizonte ,-19.9689271,-43.9668895
"Rua Professor Kalman Sibalszky, 145 ",975.0,3,1500000.0,3,463, Garças, Belo Horizonte ,-19.8408604,-43.9993629
Rua Montes Claros ,,3,2050000.0,4,162, Sion, Belo Horizonte ,-19.9434371,-43.9342094
Avenida Barbacena ,1050.0,2,1599000.0,4,206, Santo Agostinho, Belo Horizonte ,-19.9262729,-43.9517869
Rua Doutor Juvenal dos Santos ,600.0,1,515000.0,4,130, Luxemburgo, Belo Horizonte ,-19.9508257,-43.9585445
Rua Senhora da Abadia ,10.0,2,450000.0,2,94, Santa Mônica, Belo Horizonte ,-19.8245629,-43.9833378
Rua Shirley Regina das Chagas ,,1,330000.0,2,62, Serrano, Belo Horizonte ,-19.8827174,-44.0070775
Avenida Bias Fortes ,,8,6405157.0,--,485, Lourdes, Belo Horizonte ,-19.9320955,-43.9393472
"Rua Hermilo Alves, 175 ",248.0,2,799000.0,3,128, Santa Tereza, Belo Horizonte ,-19.915185,-43.9223514
"Rua Monte Simplon, 417 ",145.0,1,319000.0,2,52, Nova Suíssa, Belo Horizonte ,-19.9295351,-43.9824004
"Rua Castelo de Abrantes, 55 ",500.0,3,590000.0,2,119, Castelo, Belo Horizonte ,-19.8831833,-43.9967021
Rua Professora Bartira Mourão ,635.0,3,930000.0,4,190, Buritis, Belo Horizonte ,-19.9691439,-43.9679544
Rua Maciel de Paiva ,,3,850000.0,3,145, Santa Mônica, Belo Horizonte ,-19.8286105,-43.9754778
Rua Júlio Vidal ,2700.0,5,2800000.0,4,233, Anchieta, Belo Horizonte ,-19.9524789,-43.9248667
"Rua Visconde de Taunay, 912 ",215.0,2,450000.0,3,91, Santa Mônica, Belo Horizonte ,-19.9281876,-43.9199884
Rua Alírio Elias Ferreira ,,3,1070000.0,4,164, Cidade Nova, Belo Horizonte ,-19.8841068,-43.9235072
Rua Antônio Alves ,,1,215000.0,2,47, Diamante, Belo Horizonte ,-19.9876132,-44.030916
"Rua Major Lopes, 750 ",1.0,2,839000.0,2,88, São Pedro, Belo Horizonte ,-19.9475495,-43.9353399
Rua São Domingos do Prata ,,6,5900000.0,4,344, São Pedro, Belo Horizonte ,-19.9450923,-43.9374086
"Rua dos Guajajaras, 1976 ",,1,515000.0,2,60, Barro Preto, Belo Horizonte ,-19.9261909,-43.93638
Rua Montese ,1.0,1,273000.0,2,53, Santa Branca, Belo Horizonte ,-19.8351695,-43.9668719
"Rua Doutor Juvenal dos Santos, 324 ",900.0,2,895000.0,3,120, Luxemburgo, Belo Horizonte ,-19.9508257,-43.9585445
"Rua Líbero Leone, 130 ",750.0,2,550000.0,3,95, Buritis, Belo Horizonte ,-19.9743233,-43.963421
"Rua Professor Miguel de Souza, 158 ",600.0,4,1300000.0,5,300, Buritis, Belo Horizonte ,-19.9777011,-43.9686523
Rua Buenos Aires ,,9,5013020.0,--,652, Carmo, Belo Horizonte ,-19.9499624,-43.9360413
Rua Gama Cerqueira ,300.0,2,370000.0,3,90, Jardim América, Belo Horizonte ,-19.9454281,-43.9709884
"Rua Manaus, 762 ",,1,389000.0,1,42, Santa Efigênia, Belo Horizonte ,-19.9235979,-43.9205255
"Rua Via Láctea, 372 ",2673.0,4,3500000.0,4,370, Santa Lúcia, Belo Horizonte ,-19.9599038,-43.9467753
"Rua Cláudio Manoel, 197 ",1400.0,3,1450000.0,4,130, Funcionários, Belo Horizonte ,-19.9335821,-43.9329926
Rua Oscar Trompowsky ,700.0,2,410000.0,3,120, Grajaú, Belo Horizonte ,-19.9364995,-43.9613222
"Rua Domingos Viotti, 000 ",,4,980000.0,4,300, Santa Amélia, Belo Horizonte ,-19.841271,-43.9853373
"Rua Professor Moraes, 600 ",,--,389000.0,1,28, Savassi, Belo Horizonte ,-19.8624858,-43.9614177
Avenida dos Engenheiros ,240.0,1,230000.0,2,52, Castelo, Belo Horizonte ,-19.891472,-43.9987341
"Rua Sergipe, 400 ",,3,1270000.0,4,180, Funcionários, Belo Horizonte ,-19.9276923,-43.9354354
Rua Áurea ,,1,200000.0,2,55, Piratininga Venda Nova, Belo Horizonte ,-19.8141893,-43.9917331
"Rua Júlio de Castilho, 133 ",329.0,1,320000.0,3,70, Betânia, Belo Horizonte ,-19.9610731,-43.9808977
"Rua Sílvio de Oliveira Martins, 200 ",450.0,1,395000.0,4,90, Buritis, Belo Horizonte ,-19.9738876,-43.9697931
"Rua Sílvio Menicucci, 143 ",1050.0,2,800000.0,4,108, Buritis, Belo Horizonte ,-19.97946,-43.978228
Rua Tito Botelho Martins ,700.0,1,680000.0,3,120, Santa Lúcia, Belo Horizonte ,-19.9586273,-43.9490459
Rua Godofredo de Araújo ,275.0,2,489000.0,3,88, Sagrada Família, Belo Horizonte ,-19.8989709,-43.9247227
Rua Benjamim Dias ,,2,660000.0,3,104, Barreiro, Belo Horizonte ,-20.3810929,-43.5107869
Rua Castro Alves ,10.0,1,199000.0,2,50, Copacabana, Belo Horizonte ,-19.84379,-43.8848314
Rua Santa Rita Durão ,1500.0,2,1390000.0,4,150, Funcionários, Belo Horizonte ,-19.9344756,-43.9346452
Rua São Joaquim ,230.0,2,360000.0,3,86, Sagrada Família, Belo Horizonte ,-19.8976312,-43.9209084
Rua Barão de Aiuruoca ,150.0,1,220000.0,2,53, João Pinheiro, Belo Horizonte ,-19.9243791,-44.0014775
"Rua Eugênio Sales, 0 ",,4,1600000.0,4,245, Copacabana, Belo Horizonte ,-19.839863,-43.9888542
"Rua Assunção, 290 ",397.0,1,435000.0,3,116, Sion, Belo Horizonte ,-19.9539031,-43.9378663
"Rua São Luiz, 761 ",250.0,1,240000.0,3,56, Sagrada Família, Belo Horizonte ,-19.9001845,-43.9172664
"Rua Rio de Janeiro, 2573 ",5000.0,6,8000000.0,4,350, Lourdes, Belo Horizonte ,-19.9150685,-43.9375314
Avenida Protásio de Oliveira Penna ,350.0,2,390000.0,3,100, Buritis, Belo Horizonte ,-19.9785904,-43.9686159
Rua Maria Heilbuth Surette ,530.0,1,330000.0,3,90, Buritis, Belo Horizonte ,-19.9671931,-43.9714445
"Rua Piauí, 1155 ",780.0,2,1060000.0,4,160, Funcionários, Belo Horizonte ,-19.9385064,-43.9287698
"Rua dos Guajajaras, 1976 ",,1,414500.0,1,91, Barro Preto, Belo Horizonte ,-19.9261909,-43.93638
Rua Ester Augusta Ribeiro ,380.0,2,568000.0,3,140, Camargos, Belo Horizonte ,-19.9380101,-44.0167748
"Rua Demétrio Ribeiro, 75 ",434.0,1,300000.0,3,67, Saudade, Belo Horizonte ,-19.9163944,-43.8936505
"Rua Rio de Janeiro, 1270 ",458.0,1,549000.0,1,60, Lourdes, Belo Horizonte ,-19.9150685,-43.9375314
Rua Professor Galba Veloso ,250.0,2,740000.0,4,170, Santa Tereza, Belo Horizonte ,-19.9128102,-43.9195994
Avenida Augusto de Lima ,,--,252025.0,--,30, Barro Preto, Belo Horizonte ,-19.9230616,-43.9441556
Rua Alvarenga Peixoto ,2420.0,3,2599000.0,4,300, Lourdes, Belo Horizonte ,-19.929576,-43.9494157
Rua Japurá ,,6,1050000.0,3,317, Renascença, Belo Horizonte ,-19.8894575,-43.9361243
"Rua Tito Guimarães, 128 ",1065.0,4,1100000.0,4,143, Buritis, Belo Horizonte ,-19.9683095,-43.9689232
"Rua Olavo Bernardes, 0 ",200.0,1,220000.0,2,65, Havaí, Belo Horizonte ,-19.9591888,-43.9711802
Avenida Portugal ,,2,559999.0,2,140, Jardim Atlântico, Belo Horizonte ,-19.8425871,-43.9698185
"Avenida Protásio de Oliveira Penna, 275 ",474.0,1,350000.0,2,60, Buritis, Belo Horizonte ,-19.9785904,-43.9686159
"Rua Frei Luiz de Souza, 135 ",145.0,1,305000.0,2,56, João Pinheiro, Belo Horizonte ,-19.9295132,-44.0003802
"Rua Antônio Torres, 442 ",,5,1390000.0,5,313, Sagrada Família, Belo Horizonte ,-19.9080039,-43.9240066
Rua Ademar Martins Vieira ,300.0,2,700000.0,3,170, Ouro Preto, Belo Horizonte ,-19.8775705,-43.9835245
Rua Deputado Álvaro Sales ,605.0,2,998000.0,3,220, Santo Antônio, Belo Horizonte ,-19.9490145,-43.9462098
Rua Stela de Souza ,500.0,2,535000.0,3,84, Sagrada Família, Belo Horizonte ,-19.9038754,-43.9301764
Rua Andesita ,,4,900000.0,4,180, Cidade Nova, Belo Horizonte ,-19.8837276,-43.9195369
Rua Itaparica ,250.0,2,865250.0,4,103, Serra, Belo Horizonte ,-19.9358076,-43.9195007
Rua Desembargador José Satyro ,330.0,2,1350000.0,4,208, Castelo, Belo Horizonte ,-19.8888536,-43.995997
"Rua Deputado Bernardino de Sena Figueiredo, 1201 ",,3,1600000.0,3,140, Cidade Nova, Belo Horizonte ,-19.8840778,-43.9282818
Rua Alvarenga Peixoto ,842.0,2,2490000.0,3,250, Santo Agostinho, Belo Horizonte ,-19.929576,-43.9494157
Rua dos Aimorés ,,2,990000.0,3,87, Lourdes, Belo Horizonte ,-19.9245137,-43.9538877
"Rua Professor Baroni, 135 ",1601.0,3,1200000.0,4,280, Gutierrez, Belo Horizonte ,-19.9430178,-43.9567038
"Rua Capitão Bragança, 293 ",330.0,2,370000.0,2,48, Santa Tereza, Belo Horizonte ,-19.9106807,-43.9132442
"Rua Ceará, 1695 ",1692.0,2,1440000.0,4,133, Funcionários, Belo Horizonte ,-19.921286,-43.9253997
Rua dos Timbiras ,720.0,1,460000.0,3,83, Lourdes, Belo Horizonte ,-19.9302789,-43.9251047
Rua Carvalhais de Paiva ,500.0,1,290000.0,3,78, Cidade Nova, Belo Horizonte ,-19.8857176,-43.9244454
Rua Adenir Pereira de Souza ,300.0,2,489000.0,3,152, Serrano, Belo Horizonte ,-19.8837519,-44.0141606
"Rua Izabel Alves Martins, 365 ",,2,495000.0,3,110, Serrano, Belo Horizonte ,-19.882997,-44.0112702
Rua Panamá ,400.0,2,949000.0,4,164, Sion, Belo Horizonte ,-19.9550843,-43.9398499
Rua João Antônio Azeredo ,4400.0,4,3500000.0,4,347, Belvedere, Belo Horizonte ,-19.9709536,-43.9409204
Rua Euclides da Cunha ,1250.0,2,790000.0,4,106, Prado, Belo Horizonte ,-19.9292917,-43.9596992
Rua Iraí ,450.0,2,3500.0,3,85, Cidade Jardim, Belo Horizonte ,-19.9463585,-43.9507721
"Rua Dom Prudêncio Gomes, 178 ",420.0,2,690000.0,4,208, Coração Eucarístico, Belo Horizonte ,-19.9226189,-43.9855699
Avenida Bernardo Monteiro ,1388.0,3,2450000.0,3,206, Funcionários, Belo Horizonte ,-19.9281404,-43.9287901
"Rua Joaquim Linhares, 207 ",1320.0,4,3250000.0,4,197, Anchieta, Belo Horizonte ,-19.9500206,-43.9260666
Rua Vereador Geraldo Pereira ,,2,465000.0,2,140, Padre Eustáquio, Belo Horizonte ,-19.9218017,-43.9819818
"Avenida Afonso Pena, 111 ",1800.0,4,1200000.0,4,204, Funcionários, Belo Horizonte ,-19.9469331,-43.9212512
"Rua Alberto Bressane, 464 ",,2,890000.0,5,502, São Lucas, Belo Horizonte ,-19.9300689,-43.9139527
Rua Tamarix ,,1,299000.0,2,110, Juliana, Belo Horizonte ,-19.81556,-43.9431205
Rua Professor Sylvio Barbosa ,,6,5900000.0,4,700, Belvedere, Belo Horizonte ,-19.9698085,-43.9381305
Rua Santa Rita Durão ,2860.0,3,3300000.0,4,373, Funcionários, Belo Horizonte ,-19.9344756,-43.9346452
"Rua do Ouro, 1100 ",800.0,1,410000.0,2,85, Serra, Belo Horizonte ,-19.947074,-43.9186245
"Rua Paulo Brandao, 236 ",430.0,2,430000.0,3,78, Santa Efigênia, Belo Horizonte ,-19.9278919,-43.9126037
"Rua Santo Agostinho, 668 ",,2,1700000.0,5,326, Sagrada Família, Belo Horizonte ,-19.8972488,-43.9189199
Rua Felipe dos Santos ,1780.0,3,2250000.0,4,169, Santo Agostinho, Belo Horizonte ,-19.9342841,-43.9462997
Rua Professor Sálvio Nunes ,,8,7250000.0,5,895, Mangabeiras, Belo Horizonte ,-19.9564585,-43.9161332
Rua Geraldo Magela de Almeida ,290.0,2,269000.0,3,67, Manacás, Belo Horizonte ,-19.894861,-43.9981918
Rua Tenente Anastácio de Moura ,190.0,2,590000.0,2,65, Santa Efigênia, Belo Horizonte ,-19.9291188,-43.9177972
"Rua Engenheiro Amaro Lanari, 37 ",1900.0,3,1850000.0,4,170, Anchieta, Belo Horizonte ,-19.9510325,-43.9294902
"Rua Luiz Cosme, 25 ",,4,600000.0,4,450, Estrela Dalva, Belo Horizonte ,-19.9640512,-43.9717642
Rua Paulo Piedade Campos ,400.0,1,340000.0,3,80, Estoril, Belo Horizonte ,-19.9616947,-43.9652056
Rua Itaí ,250.0,2,350000.0,3,98, Santa Efigênia, Belo Horizonte ,-19.9218382,-43.9101032
Rua São Paulo ,5000.0,4,6900000.0,4,363, Lourdes, Belo Horizonte ,-19.914782,-43.9388011
"Rua Professora Bartira Mourão, 307 ",439.0,2,590000.0,3,155, Buritis, Belo Horizonte ,-19.9691439,-43.9679544
"Rua Alvarenga Peixoto, 1037 ",933.0,2,1590000.0,3,101, Lourdes, Belo Horizonte ,-19.929576,-43.9494157
"Rua Úrsula Paulino, 1321 ",570.0,2,649000.0,3,75, Betânia, Belo Horizonte ,-19.9669908,-43.9920275
"Rua Maria Heilbuth Surette, 410 ",420.0,3,690000.0,4,254, Buritis, Belo Horizonte ,-19.9671931,-43.9714445
Rua Rio Grande do Sul ,1100.0,2,1040000.0,2,120, Santo Agostinho, Belo Horizonte ,-19.9227162,-43.946463
Rua Pedro Sigaud ,500.0,2,495000.0,3,135, Gutierrez, Belo Horizonte ,-19.9387599,-43.9635907
Rua Professor Carlos Pereira da Silva ,,3,5600000.0,6,628, Belvedere, Belo Horizonte ,-19.968435,-43.9420157
Rua Lauro Ferreira ,,2,569000.0,4,155, Buritis, Belo Horizonte ,-19.9692964,-43.9700264
"Rua dos Aeroviários, 184 ",400.0,2,460000.0,3,107, Pampulha, Belo Horizonte ,-19.8586579,-43.9548531
Rua Wander Rocha Vargas ,110.0,--,210000.0,2,55, Minaslandia P Maio, Belo Horizonte ,-19.8501531,-43.9324085
Rua Desembargador Amílcar de Castro ,,--,295000.0,1,32, Buritis, Belo Horizonte ,-19.9683021,-43.95771
"Rua Desembargador José Satyro, 370 ",330.0,2,799000.0,3,98, Castelo, Belo Horizonte ,-19.8888536,-43.995997
"Rua da Bahia, 2547 ",,2,1450000.0,2,105, Savassi, Belo Horizonte ,-19.9151776,-43.9347647
Avenida Teresa Cristina ,,--,11500000.0,--,5388, Betânia, Belo Horizonte ,-19.9299314,-43.9835742
"Rua dos Caetés, 910 ",499.0,--,399000.0,3,118, Centro, Belo Horizonte ,-19.915688,-43.9419734
Rua Luiz de Mello Mattos ,,2,590000.0,5,222, Planalto, Belo Horizonte ,-19.838549,-43.9434289
Rua Engenheiro Albert Scharle ,1600.0,4,3000000.0,4,515, Luxemburgo, Belo Horizonte ,-19.9461223,-43.9549658
Rua Teixeira de Freitas ,145.0,2,520000.0,2,58, Santo Antônio, Belo Horizonte ,-19.9473451,-43.9478337
"Rua General Patton, 110 ",,2,699000.0,3,140, Santa Amélia, Belo Horizonte ,-19.8336462,-43.9791832
Rua Nísio Batista de Oliveira ,420.0,3,445000.0,2,95, São Lucas, Belo Horizonte ,-19.9305865,-43.9131877
Rua Eli Seabra Filho ,750.0,2,760000.0,4,110, Buritis, Belo Horizonte ,-19.9756218,-43.9749864
Rua Manaus ,1450.0,2,750000.0,3,91, Santa Efigênia, Belo Horizonte ,-19.9235979,-43.9205255
Rua Laura Brito Farias ,100.0,1,290000.0,3,82, Heliópolis, Belo Horizonte ,-19.8410324,-43.939367
"Rua Tomé de Souza, 950 ",682.0,2,1232000.0,2,73, Funcionários, Belo Horizonte ,-19.9388244,-43.9274451
"Rua Expedicionário Celso Racioppi, 0 ",600.0,1,450000.0,3,80, Pampulha, Belo Horizonte ,-19.8675795,-43.9842413
Rua Heroína Maria Quitéria ,220.0,2,555000.0,3,141, Alto dos Caiçaras, Belo Horizonte ,-19.8996028,-43.9778398
Rua Sena Madureira ,500.0,4,740000.0,4,185, Ouro Preto, Belo Horizonte ,-19.8740387,-43.9878369
"Avenida Guarapari, 37 ",250.0,1,249900.0,3,77, Itapoã, Belo Horizonte ,-19.8457686,-43.9775604
Rua Professor Aníbal Mattos ,615.0,2,500000.0,3,90, Santo Antônio, Belo Horizonte ,-19.9480862,-43.944339
"Rua Patagônia, 300 ",1138.0,3,1290000.0,4,126, Sion, Belo Horizonte ,-19.9592013,-43.9350687
Rua Raul Pompéia ,950.0,2,900000.0,3,95, São Pedro, Belo Horizonte ,-19.9442016,-43.9377803
Rua Antônio Aleixo ,1911.0,4,1500000.0,4,155, Lourdes, Belo Horizonte ,-19.9328187,-43.9465711
"Alameda dos Jacarandás, 260 ",,--,2500000.0,5,451, São Luíz, Belo Horizonte ,-19.8584604,-43.9670794
Rua Doutor Sylvio Menicucci ,280.0,2,510000.0,2,100, Castelo, Belo Horizonte ,-19.8851177,-44.0059034
Rua Madre Cândida ,2235.0,3,1250000.0,3,180, Vila Paris, Belo Horizonte ,-19.9484394,-43.9511108
"Rua Nicarágua, 120 ",,2,1230000.0,4,135, Sion, Belo Horizonte ,-19.9564572,-43.940152
"Avenida Senador José Augusto, 80 ",430.0,1,360000.0,3,70, Buritis, Belo Horizonte ,-19.9812868,-43.978411
Rua Itapeva ,,1,649000.0,3,190, Concórdia, Belo Horizonte ,-19.9016518,-43.9373272
Rua da Bahia ,,--,6000000.0,--,637, Lourdes, Belo Horizonte ,-19.9151776,-43.9347647
Rua da Bahia ,1200.0,2,1520000.0,4,185, Lourdes, Belo Horizonte ,-19.9151776,-43.9347647
Rua Martinica ,10.0,1,300000.0,3,65, Santa Branca, Belo Horizonte ,-19.8321289,-43.9639884
Avenida Mem de Sá ,360.0,1,340000.0,3,82, Santa Efigênia, Belo Horizonte ,-19.9178011,-43.9108554
"Rua dos Tupis, 457 ",,1,220000.0,--,25, Centro, Belo Horizonte ,-19.9205221,-43.9435645
Rua Fernandes Tourinho ,1650.0,2,1800000.0,3,106, Lourdes, Belo Horizonte ,-19.9393917,-43.9358894
Rua Universo ,10.0,2,400000.0,3,130, Copacabana, Belo Horizonte ,-19.9625737,-43.9514043
Rua Itajubá ,430.0,2,580000.0,2,120, Floresta, Belo Horizonte ,-19.9111658,-43.9295436
Rua Genoveva de Souza ,,2,680000.0,3,85, Sagrada Família, Belo Horizonte ,-19.9067997,-43.9216393
"Rua Santa Rita Durão, 339 ",,--,1800.0,--,120, Funcionários, Belo Horizonte ,-19.9344756,-43.9346452
"Rua Gonçalves Dias, 2565 ",,2,820000.0,2,62, Lourdes, Belo Horizonte ,-19.9311846,-43.9376407
"Rua Albânia, 0 ",,2,299000.0,3,50, Jardim Europa venda Nova, Belo Horizonte ,-19.8017402,-43.9656919
Rua Cônego Pinheiro ,200.0,2,595000.0,3,140, Santa Efigênia, Belo Horizonte ,-19.9166427,-43.9084216
